date,place,race_id,horse_name,jockey,trainer,odds,pred_prob,ev,rank,race_laps,weather,surface,distance
2024-07-14,3,202403020611,カリボール,杉原誠人,[西]西村真幸,37.1,0.0949701356697644,3.523392033348259,1,12.4 - 22.9 - 34.1 - 45.8 - 57.3 - 68.8 (34.1-34.7),小雨,芝,1200.0
2024-07-14,2,202402011202,マテンロウノカゼ,横山和生,[西]昆貢,25.6,0.1672596948411202,4.281848187932677,1,6.9 - 18.2 - 30.3 - 42.9 - 55.6 - 67.7 - 80.4 - 93.4 - 106.9 (30.3-39.2),晴,ダ,1700.0
2024-07-13,10,202410030511,クレスコジョケツ,藤懸貴志,[西]木原一良,123.0,0.1258219499964247,15.476099849560239,1,6.9 - 17.8 - 29.6 - 41.9 - 54.1 - 66.3 - 78.6 - 90.9 - 103.5 (29.6-37.2),雨,ダ,1700.0
2024-07-13,3,202403020507,ヨーカイディスコ,三浦皇成,[東]斎藤誠,6.5,0.528694907770818,3.4365169005103167,1,9.6 - 20.5 - 31.5 - 43.3 - 55.6 - 68.1 (31.5-36.6),晴,ダ,1150.0
2024-07-07,10,202410030405,ジョバンニ,松山弘平,[西]杉山晴紀,10.8,0.3620383672212258,3.910014365989239,1,13.2 - 24.7 - 37.6 - 50.4 - 62.9 - 75.2 - 87.3 - 98.9 - 110.1 (37.6-34.9),晴,芝,1800.0
2024-07-07,3,202403020408,ユイノマチブセ,木幡初也,[東]竹内正洋,21.5,0.1399503285604662,3.008932064050023,1,7.3 - 18.3 - 29.9 - 42.5 - 55.2 - 67.6 - 80.1 - 93.0 - 106.0 (29.9-38.4),晴,ダ,1700.0
2024-07-07,2,202402011002,ピクラリーダ,川端海翼,[東]森一誠,88.0,0.0836430239807062,7.360586110302145,1,7.1 - 18.1 - 29.6 - 41.7 - 54.2 - 66.6 - 79.1 - 92.1 - 105.3 (29.6-38.7),小雨,ダ,1700.0
2024-06-30,3,202403020204,コッレヴェッキオ,西塚洸二,[東]高橋文雅,13.4,0.2451777497827468,3.285381847088807,1,7.3 - 18.8 - 31.2 - 44.7 - 58.3 - 71.0 - 83.8 - 96.6 - 108.7 (31.2-37.7),曇,ダ,1700.0
2024-06-30,2,202402010802,プルーヴンウィナー,佐々木大,[西]矢作芳人,15.6,0.3540937769256847,5.523862920040681,1,6.9 - 17.5 - 29.0 - 42.0 - 55.2 - 67.7 - 80.8 - 93.8 - 107.2 (29.0-39.5),晴,ダ,1700.0
2024-06-29,2,202402010706,アースミューズ,小林勝太,[東]粕谷昌央,44.0,0.145456002993415,6.400064131710259,1,12.6 - 23.4 - 35.2 - 47.3 - 59.8 (35.2-36.4),晴,ダ,1000.0
2024-06-29,3,202403020102,ウェルキン,石田拓郎,[東]新開幸一,217.7,0.0171825919800994,3.7406502740676397,1,7.2 - 18.3 - 29.6 - 42.3 - 55.1 - 67.5 - 80.3 - 93.8 - 107.4 (29.6-39.9),晴,ダ,1700.0
2024-06-23,8,202408040802,バトンインディ,幸英明,[西]安達昭夫,44.5,0.1114703296379395,4.960429668888308,1,12.4 - 23.5 - 36.5 - 49.7 - 62.5 - 75.0 - 87.6 - 99.8 - 112.1 (36.5-37.1),小雨,ダ,1800.0
2024-06-22,5,202405030711,マイネルモーント,石川裕紀,[東]高木登,15.7,0.3060621714369798,4.805176091560583,1,12.9 - 24.7 - 37.0 - 49.2 - 60.9 - 72.3 - 83.3 - 94.5 - 106.1 (37.0-33.8),晴,芝,1800.0
2024-06-22,8,202408040708,クリノキングマン,酒井学,[西]高橋康之,35.3,0.0950967356367662,3.3569147679778464,1,11.9 - 22.8 - 34.6 - 46.9 - 58.9 - 71.0 - 83.4 (34.6-36.5),曇,ダ,1400.0
2024-06-22,8,202408040704,ニホンピロマリンバ,田口貫太,[西]安達昭夫,54.3,0.0938129867874315,5.09404518255753,1,7.0 - 18.4 - 29.7 - 42.9 - 56.1 - 69.5 - 82.6 - 95.7 - 108.5 - 121.6 (29.7-39.0),晴,ダ,1900.0
2024-06-16,2,202402010407,ミッキーマカロン,菱田裕二,[西]大久保龍,29.2,0.1312156638182474,3.831497383492824,1,6.9 - 17.8 - 29.7 - 42.3 - 55.0 - 67.7 - 80.1 - 92.6 - 105.3 (29.7-37.6),曇,ダ,1700.0
2024-06-16,2,202402010403,バッファローライズ,永野猛蔵,[東]伊藤圭三,11.7,0.3281972631155251,3.8399079784516434,1,12.3 - 23.5 - 35.4 - 47.3 - 59.4 (35.4-35.9),曇,ダ,1000.0
2024-06-15,8,202408040501,タマモワカムシャ,大江原圭,[西]川村禎彦,24.0,0.1252976859075445,3.007144461781068,1,,晴,障,3170.0
2024-06-15,2,202402010302,ヨリナエスポワール,古川吉洋,[東]牧光二,103.4,0.0448398871592439,4.636444332265819,1,6.9 - 17.9 - 29.9 - 42.2 - 54.7 - 67.3 - 80.1 - 93.1 - 106.4 (29.9-39.1),晴,ダ,1700.0
2024-06-09,8,202408040407,レアンダー,国分優作,[西]大根田裕,166.4,0.0400608567232382,6.666126558746837,1,12.1 - 23.2 - 36.3 - 49.3 - 62.2 - 75.0 - 87.6 - 99.9 - 113.0 (36.3-38.0),曇,ダ,1800.0
2024-06-09,5,202405030410,サンテックス,岩田望来,[西]浜田多実,55.7,0.1539112108264175,8.572854443031456,1,12.4 - 23.6 - 35.5 - 47.6 - 60.1 - 72.0 - 83.6 - 96.1 (35.5-36.0),曇,ダ,1600.0
2024-06-08,8,202408040305,サニーサルサ,永島まな,[西]高橋康之,29.0,0.1244295218600386,3.6084561339411194,1,12.1 - 23.3 - 34.4 - 45.9 - 57.5 - 69.6 - 81.5 - 94.1 (34.4-36.6),晴,芝,1600.0
2024-06-02,36,202436060201,ステイクラッシー,高橋悠里,[地]伊藤和忍,6.2,0.5061863083805518,3.138355111959421,1,,曇,ダ,850.0
2024-06-01,54,202454060111,ラリック,木村直輝,[地]胡本友晴,31.1,0.5047824129226546,15.698733041894558,1,,晴,ダ,1300.0
2024-06-01,54,202454060110,トウカイラメール,井上瑛太,[地]西川敏弘,22.8,0.2558684540184195,5.8338007516199655,1,,晴,ダ,1300.0
2024-06-01,54,202454060109,コスモシーウルフ,佐原秀泰,[地]目迫大輔,6.7,0.4950911977006275,3.317111024594204,1,,晴,ダ,1300.0
2024-05-25,54,202454052508,グリーリー,佐原秀泰,[地]中西達也,10.0,0.5681212813867418,5.681212813867418,1,,晴,ダ,1400.0
2024-05-25,54,202454052507,ユメノサキ,嬉勝則,[地]田中譲二,110.9,0.0675748481898418,7.494050664253456,1,,晴,ダ,1400.0
2024-05-25,54,202454052501,スウィバンビーナ,山崎雅由,[地]西川敏弘,52.2,0.5625194477951275,29.363515174905658,1,,晴,ダ,1300.0
2024-05-25,5,202405021101,オルゴーリオ,菊沢一樹,[東]菊沢隆徳,49.0,0.0879862579268739,4.311326638416821,1,12.6 - 23.7 - 35.7 - 48.2 - 60.9 - 72.8 - 84.8 (35.7-36.6),曇,ダ,1400.0
2024-05-25,54,202454052503,メイジョウソリッド,石本純也,[地]田中伸一,22.2,0.4884673516894682,10.843975207506194,1,,晴,ダ,1300.0
2024-05-19,4,202404010801,ドナレア,荻野極,[東]高木登,53.4,0.2524747899093308,13.482153781158265,1,11.9 - 22.6 - 34.5 - 47.2 - 59.5 - 72.7 (34.5-38.2),晴,ダ,1200.0
2024-05-18,8,202408030903,マテンロウブラボー,岩田望来,[西]野中賢二,13.7,0.227982914837492,3.1233659332736403,1,12.5 - 23.7 - 36.7 - 50.0 - 63.2 - 76.4 - 89.3 - 102.0 - 114.5 (36.7-38.1),晴,ダ,1800.0
2024-05-12,5,202405020811,テンハッピーローズ,津村明秀,[西]高柳大輔,208.6,0.0271090033461578,5.654938098008517,1,12.2 - 22.7 - 33.8 - 45.4 - 56.8 - 68.4 - 80.1 - 91.8 (33.8-35.0),曇,芝,1600.0
2024-05-11,5,202405020706,スタンリーテソーロ,菅原明良,[東]稲垣幸雄,107.1,0.0357171616503888,3.8253080127566403,1,12.2 - 23.7 - 35.7 - 47.6 - 59.6 - 71.7 - 83.9 - 96.3 (35.7-36.7),晴,ダ,1600.0
2024-05-05,8,202408030608,ペイシャモノノフ,酒井学,[西]畑端省吾,82.8,0.0389508342017466,3.2251290719046186,1,7.1 - 17.7 - 28.8 - 42.2 - 55.9 - 70.0 - 82.4 - 94.6 - 107.2 - 119.8 (28.8-37.4),晴,ダ,1900.0
2024-05-04,4,202404010304,レッドスパロー,上野翔,[東]水野貴広,12.2,0.2733814754268026,3.3352540002069913,1,,晴,障,2890.0
2024-05-04,4,202404010308,アイファーグローブ,秋山稔樹,[東]蛯名利弘,154.1,0.0377698290320171,5.820330653833835,1,12.7 - 24.1 - 37.8 - 51.6 - 64.2 - 76.5 - 89.3 - 101.7 - 114.5 (37.8-38.0),晴,ダ,1800.0
2024-05-04,5,202405020503,サンリコリス,岩部純二,[東]萱野浩二,63.4,0.1244585110015788,7.8906695975000956,1,7.0 - 18.2 - 29.7 - 41.8 - 53.8 - 65.8 - 78.3 (29.7-36.5),晴,ダ,1300.0
2024-05-04,8,202408030504,ウインラウダ,Ｍ．デム,[西]梅田智之,12.7,0.2828876249809759,3.592672837258394,1,12.2 - 23.0 - 35.6 - 48.3 - 61.3 - 74.6 - 87.7 - 100.7 - 113.8 (35.6-39.2),晴,ダ,1800.0
2024-04-28,5,202405020402,クレイジーディス,津村明秀,[東]千葉直人,12.3,0.2795271602161803,3.438184070659018,1,12.5 - 23.5 - 35.5 - 47.9 - 60.4 - 72.6 - 85.4 (35.5-37.5),晴,ダ,1400.0
2024-04-28,8,202408030403,ドゥーカスコーリ,和田竜二,[西]石坂公一,84.0,0.0798715608924667,6.709211114967204,1,12.2 - 23.1 - 34.7 - 46.3 - 57.9 - 69.6 - 81.6 (34.7-35.3),晴,芝,1400.0
2024-04-21,3,202403010611,アシャカタカ,小林美駒,[東]鈴木伸尋,15.6,0.227982914837492,3.556533471464875,1,12.1 - 23.1 - 34.2 - 45.5 - 56.9 - 68.7 (34.2-34.5),晴,芝,1200.0
2024-04-21,3,202403010605,デアパーディタ,小林美駒,[東]武井亮,32.3,0.0949249941929095,3.0660773124309766,1,12.3 - 23.3 - 35.0 - 47.6 - 59.7 - 71.6 - 83.5 - 95.6 - 107.9 (35.0-36.3),晴,芝,1800.0
2024-04-21,3,202403010601,ワークソング,古川奈穂,[西]牧浦充徳,6.2,0.5314109758728247,3.2947480504115134,1,9.7 - 20.6 - 31.6 - 43.6 - 56.5 - 69.2 (31.6-37.6),曇,ダ,1150.0
2024-04-21,8,202408030202,フレイミングパイ,柴田裕一,[西]中竹和也,19.9,0.2013176856543796,4.006221944522154,1,12.5 - 23.6 - 35.2 - 47.4 - 59.8 - 72.9 (35.2-37.7),曇,ダ,1200.0
2024-04-21,5,202405020202,ロサンゼルス,岩田望来,[東]伊藤圭三,68.7,0.1324507885128097,9.099369170830027,1,12.2 - 23.5 - 35.6 - 48.1 - 60.7 - 73.1 - 85.8 - 99.1 (35.6-38.4),晴,ダ,1600.0
2024-04-14,9,202409020808,サザーランド,藤懸貴志,[西]小林真也,45.4,0.0741981602842558,3.3685964769052132,1,12.3 - 23.2 - 35.4 - 47.7 - 60.1 - 72.0 - 85.1 (35.4-37.4),晴,ダ,1400.0
2024-04-13,9,202409020706,ジョーローリット,岩田康誠,[西]中竹和也,42.7,0.0790514543944991,3.3754971026451117,1,12.0 - 23.2 - 34.9 - 46.7 - 58.6 - 71.9 (34.9-37.0),晴,ダ,1200.0
2024-04-13,9,202409020710,ロードラディウス,松山弘平,[西]森田直行,18.1,0.241352209729757,4.368474996108602,1,12.2 - 22.8 - 34.5 - 46.6 - 58.7 - 70.9 - 83.7 (34.5-37.1),晴,ダ,1400.0
2024-04-07,9,202409020606,ウイニンググレイス,幸英明,[西]河嶋宏樹,26.2,0.1636693661148962,4.28813739221028,1,12.7 - 24.4 - 38.2 - 51.1 - 63.7 - 76.2 - 88.3 - 100.3 - 113.1 (38.2-36.9),晴,ダ,1800.0
